labels,messages,character_count,word_count,sentence_count,clean_length
0,hmmm thought said numbr hours slave numbr late punish,94,23,1,53
0,beerage,8,2,1,7
1,important customer service announcement premier call freephone numbr numbr numbr,99,17,2,80
0,think turns like randomlly within numbrmin opening,65,13,2,50
0,supposed make still town though,71,17,1,31
0,time fixes spelling sometimes gets completely diff word go figure,117,27,4,65
1,ever thought living good life perfect partner txt back name age join mobile community numbrp sms,129,27,3,96
1,numbr free top polyphonic tones call numbr national rate get toppoly tune sent every week text subpoly numbr ådollersnumbr per pole unsub numbr,158,32,3,143
0,hoping enjoyed game yesterday sorry touch pls know fondly bein thot great week abiola,150,33,4,85
0,e best numbr driving tmr,31,10,1,24
0,dogbreath sounding like jan c thatåõs al,72,24,3,40
0,omg want scream weighed lost weight woohoo,70,17,3,42
0,generally one uncountable noun dictionary pieces research,94,21,3,57
0,really getting hanging around,48,10,1,29
1,orange customer may claim free camera phone upgrade loyalty call numbr numbr numbr offer ends numbrthmarch c apply opt availa,160,34,4,125
0,petey boy whereare friendsare thekingshead come canlove nic,98,19,1,59
0,ok msg bnumbr leave house,31,10,1,25
0,gimme lt gt minutes ago,43,17,1,23
1,last chance claim ådollersnumbr worth discount vouchers today text shop numbr savamob offers mobile cs savamob poboxnumbr mnumbruz ådollersnumbr sub numbr,154,34,7,154
0,appt lt time gt fault listen told twice,71,24,3,39
1,free numbrst week nonumbr nokia tone numbr mobile every week txt nokia numbr get txting tell mates www getzed co uk pobox numbr wnumbrwq numbr normnumbrp tone,162,31,3,158
1,guaranteed ådollersnumbr award even ådollersnumbr cashto claim award call free numbr numbr numbr stop getstop numbr php rgnumbr numbrjx,143,30,2,135
0,k numbr,25,8,1,7
0,dled numbrd imp,22,6,1,15
0,sure make sure knows smokin yet,48,12,1,31
0,boooo always work quit,33,8,2,22
0,taking half day leave bec well,44,11,1,30
0,ugh wanna get bed warm,47,16,2,22
0,nervous lt gt,26,13,1,13
0,ring comes guys costumes gift future yowifes hint hint,112,25,3,54
1,congratulations awarded either ådollersnumbr cd gift vouchers free entry numbr ådollersnumbr weekly draw txt music numbr tncs www ldew comnumbrwinnumbrppmxnumbragenumbr,150,23,1,168
0,borrow bag ok,19,6,1,13
1,outbid simonwatsonnumbr shinco dvd plyr numbr bid visit sms ac smsrewards numbr end bid notifications reply end,133,27,3,111
0,boytoy miss happened,48,12,2,20
0,lots used ones babe model help youi bring match,107,27,2,47
0,also bringing galileo dobby,38,7,1,27
0,responding,27,5,1,10
0,boo babe enjoyin yourjob seemed numbr b gettin well hunny hope ok take care iåõllspeak numbru soonlots loveme xxxx,129,31,3,114
0,good afternoon starshine boytoy crave yet ache fuck sips cappuccino miss babe teasing kiss,131,32,5,90
0,road cant txt,23,6,1,13
1,smsservices yourinclusive text credits pls goto www comuk net login numbrqxjnumbr unsubscribe stop extra charge help numbr comuk numbr cmnumbr numbrae,156,25,4,150
1,numbrp numbr alfie moon children need song mob tell mnumbrs txt tone charity numbr nokias poly charity polys zed numbr profit numbr charity,161,36,3,139
0,hmm bits pieces lol sighs,42,11,1,25
0,hahaha use brain dear,27,6,1,21
0,hey got mail,22,7,2,12
0,sorry light turned green meant another friend wanted lt gt worth may around,98,24,1,75
0,thanks yesterday sir wonderful hope enjoyed burial mojibiola,89,17,4,60
1,secret admirer reveal thinks r special call numbr opt reply reveal stop numbr per msg recd cust care numbr,147,31,5,106
0,hi mate rv hav nice hol message numbr say hello coz havenåõt sent numbr ages started driving stay roads rvx,130,31,1,107
1,dear voucher holder claim weeks offer pc please go http www e tlp co uk expressoffer ts cs apply stop texts txt stop numbr,152,32,2,122
0,thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy message sent days ago,215,51,7,127
0,surely result offer,26,6,1,19
0,good morning dear great amp successful day,66,14,1,42
1,want numbr anytime network mins numbr text new video phone five pounds per week call numbr reply delivery tomorrow,149,28,1,114
0,sir late paying rent past months pay dollers lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thanks,372,89,5,221
1,tried contact offer new video phone numbr anytime network mins half price rental camcorder call numbr reply delivery wed,155,28,1,120
1,last chance numbr claim ådollersnumbr worth discount vouchers text yes numbr savamob member offers mobile cs numbr ådollersnumbr sub numbr remove txt x stop,162,31,2,156
0,luv soo much donåõt understand special r numbr ring numbrmorrow luv xxx,82,20,1,71
0,pls send comprehensive mail paying much,73,17,1,39
0,prashanthettan mother passed away last night pray family,76,15,2,56
1,urgent call numbr landline complimentary numbr ibiza holiday numbr numbr cash await collection sae cs po box numbr sknumbr numbrwp numbr ppm numbr,153,31,3,146
0,k k going,24,8,1,9
0,meanwhile shit suite xavier decided give us lt gt seconds warning samantha coming playing jay guitar impress shit also think doug realizes live anymore,231,52,2,151
0,stomach thru much trauma swear eat better lose weight,87,21,2,53
0,office whats matter msg call break,72,21,1,34
0,yeah barely enough room two us x many fucking shoes sorry man see later,105,25,2,71
0,reach orchard already wan numbr go buy tickets first,54,13,2,52
0,real baby want bring inner tigress,58,15,2,34
0,da run activate full version da,54,13,1,31
0,ah poor baby hope urfeeling bettersn luv probthat overdose work hey go careful spk numbr sn lots lovejen xxx,118,26,2,108
0,stop story told returned saying order,88,23,2,37
1,talk sexy make new friends fall love worlds discreet text dating service text vip numbr see could meet,144,32,3,102
0,going take babe,29,7,1,15
0,hai ana tomarrow coming morning lt decimal gt ill sathy go rto office reply came home,136,35,3,85
0,spoons okay,23,6,1,11
0,say somebody named tampa,39,8,1,24
0,work going min,35,10,2,14
0,brother genius,24,5,1,14
0,sorry guess whenever get hold connections maybe hour two text,95,24,2,61
0,find time bus coz need sort stuff,73,19,1,33
0,dude ive seeing lotta corvettes lately,45,8,1,38
1,congratulations awarded either yrs supply cds virgin records mystery gift guaranteed call numbr ts cs www smsco net ådollersnumbrpm approx numbrmins,161,26,1,148
0,consider walls bunkers shit important never play peaceful guess place high enough matter,159,32,1,88
1,private numbr account statement numbr xxxxxx shows numbr un redeemed points call numbr identifier code numbr expires numbr numbr numbr,149,25,3,134
1,hello need posh birds chaps user trial prods champneys put need address dob asap ta r,134,32,5,85
1,want xmas numbr free text messages new video phone half price line rental call free numbr numbr find,154,35,3,100
0,well officially philosophical hole wanna call home ready saved,92,22,1,62
0,going good problem still need little experience understand american customer voice,102,18,1,82
0,text drop x,31,9,1,11
0,ugh long day exhausted want cuddle take nap,77,20,3,43
0,talk atleast day otherwise miss best friend world shakespeare shesil lt gt,139,35,3,74
1,shop till drop either numbrk numbrk ådollersnumbr cash ådollersnumbr travel voucher call numbr ntt po box crnumbrbt fixedline cost numbrppm mobile vary,158,34,1,151
0,castor need see something,44,10,2,25
1,sunshine quiz wkly q win top sony dvd player know country liverpool played mid week txt ansr numbr ådollersnumbr sp tyrone,137,30,3,122
1,secret admirer looking numbr make contact find r reveal thinks special call numbr,132,26,1,81
1,secret admirer looking numbr make contact find r reveal thinks special call numbr stopsms numbr,143,26,1,95
1,reminder downloaded content already paid goto http doit mymoby tv collect content,127,27,4,81
0,see knew giving break times woul lead always wanting miss curfew gonna gibe til one midnight movie gonna get til numbr need come home need getsleep anything need b studdying ear training,276,66,3,186
0,love give massages use lots baby oil fave position,78,19,2,50
0,dude go sup,27,6,1,11
0,yoyyooo know change permissions drive mac usb flash drive,79,17,2,57
0,gibbs unsold mike hussey,24,3,1,24
0,like talk pa able know,52,16,2,22
0,dun cut short leh dun like ah failed quite sad,68,20,4,46
0,unbelievable faglord,24,3,1,20
0,wife knew time murder exactly,44,8,1,29
0,ask princess,24,6,1,12
0,great princess thinking,55,14,3,23
0,nutter cutter ctter cttergg cttargg ctargg ctagg ie,62,16,8,51
0,ok noe busy really bored msg oso dunno wat colour choose numbr one,104,29,1,66
0,g class early tomorrow thus trying smoke lt gt,87,23,1,46
0,superb thought grateful everything want means still opportunity happier tomorrow today,150,32,2,86
0,hope good week checking,49,11,2,23
0,used hope agents drop since booked things year whole boston nyc experiment,154,39,3,74
0,thursday night yeah sure thing work,56,14,2,35
0,probably money worries things coming due several outstanding invoices work two three months ago,126,24,2,95
0,possible teach,43,11,2,14
0,wonder phone battery went dead tell love babe,77,19,2,45
0,lovely smell bus tobacco,49,11,1,24
0,getting worried derek taylor already assumed worst,84,16,1,50
0,hey charles sorry late reply,49,11,1,28
1,lastest stereophonics marley dizzee racal libertines strokes win nookii games flirt click themob wap bookmark text wap numbr,162,32,3,124
0,give plus said grinule greet whenever speak,79,17,2,43
0,white fudge oreos stores,31,6,1,24
1,january male sale hot gay chat cheaper call numbr national rate numbrp min cheap numbrp min peak stop texts call numbr numbrp min,155,29,3,129
0,love come took long leave zaher got words ym happy see sad left miss,146,38,4,68
0,sorry hurt,23,7,1,10
0,feel nauseous pissed eat sweets week cause today planning pig dieting week hungry,160,43,6,81
0,ok lor early still project meeting,62,14,2,34
0,call da waiting call,39,11,1,20
0,could ask carlos could get anybody else chip,67,15,1,44
0,actually send reminder today wonderful weekend,73,14,2,46
0,people see msgs think iam addicted msging wrong bcoz know iam addicted sweet friends bslvyl,148,32,2,91
0,hey gave photo registered driving ah tmr wanna meet yck,88,20,2,55
0,talk ever ok word,37,10,1,17
0,wana see,23,6,1,8
0,way school pls send ashley number,56,14,2,33
0,shall fine avalarr hollalater,53,12,3,29
0,went attend another two rounds today still reach home,73,15,1,53
0,actually deleted old website blogging magicalsongs blogspot com,80,13,1,63
0,k wait chikku il send aftr lt gt mins,44,16,1,37
0,diet ate numbr many slices pizza yesterday ugh always diet,92,26,3,58
0,k give kvb acc details,35,12,1,22
0,oh come ah,23,7,1,10
1,money r lucky winner numbr claim prize text money numbr numbr ådollersnumbrmillion give away pptnumbrxnumbr normal text rate boxnumbr wnumbrtnumbrjy,140,29,4,148
0,really sorry b able numbr friday hope find alternative hope yr term going ok,106,26,1,76
0,congratulations ore mo owo wa enjoy wish many happy moments fro wherever go,103,22,2,75
0,samus shoulders yet,34,7,1,19
0,time think need know near campus,77,18,2,32
1,dear matthew please call numbr landline complimentary numbr lux tenerife holiday ådollersnumbr cash await collection ppmnumbr sae cs boxnumbr sknumbrxh,159,30,2,151
0,dun wear jeans lor,26,6,1,18
0,since side fever vomitin,47,12,1,24
0,k k college,24,8,1,11
1,urgent call numbr landline complimentary numbr tenerife holiday ådollersnumbr numbr cash await collection sae cs box numbr hpnumbr numbryf numbrppm numbr,149,28,3,153
0,better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh,133,30,4,85
0,sell tons coins sell coins someone thru paypal voila money back life pockets,126,31,4,76
0,theyre lots places hospitals medical places safe,78,16,2,48
1,getting touch folks waiting company txt back name age opt enjoy community numbrp sms,132,28,3,84
0,also sorta blown couple times recently id rather text blue looking weed,116,25,1,71
0,sent scores sophas secondary application schools think thinking applying research cost also contact joke ogunrinde school one less expensive ones,221,47,3,145
0,cant wait see photos useful,59,16,3,27
1,cash balance currently numbr pounds maximize cash send go numbr numbrp msg cc numbr po box numbr numbr tcr wnumbr,137,26,2,113
0,hey booked kb sat already lessons going ah keep sat night free need meet confirm lodging,143,31,2,88
0,chk belovd ms dict,24,6,1,18
0,time want come,38,10,1,14
0,awesome lemme know whenever around,42,9,1,34
0,shb b ok lor thanx,24,7,1,18
0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night,159,33,1,102
0,also remember get dobby bowl car,47,10,1,32
1,filthy stories girls waiting,41,7,1,28
0,sorry c msg yar lor poor thing numbr one night tmr brand new room numbr sleep,122,32,1,77
0,love decision feeling could decide love life would much simpler less magical,126,31,2,76
0,welp apparently retired,26,4,1,23
0,sort code acc bank natwest reply confirm sent right person,114,28,3,58
0,sure take sick time,34,10,1,19
1,urgent trying contact todays draw shows ådollersnumbr prize guaranteed call numbr land line claim mnumbr validnumbrhrs,157,31,5,118
0,yo chad gymnastics class wanna take site says christians class full,90,19,2,67
0,better still catch let ask sell lt gt,85,25,1,37
0,sure night menu know noon menu,63,16,2,30
0,want come back beautiful necklace token heart thats give wife liking see one give call wait till come,220,50,1,101
0,willing go aptitude class,41,9,1,25
0,wont b numbr trying numbr sort house ok,60,16,1,39
0,yar lor wan numbr go c horse racing today mah eat earlier lor ate chicken rice,88,24,3,78
0,haha awesome omw back,31,7,1,21
0,yup thk e shop closes lor,37,10,1,25
0,account number,28,6,1,14
0,eh send wrongly lar,24,6,1,19
0,hey ad crap nite borin without ya numbr boggy boring biatch thanx wait til nxt time il ave ya,118,29,2,93
0,ok shall talk,22,6,1,13
0,hesitate know second time weakness like keep notebook eat day anything changed day sure nothing,210,45,3,95
0,hey pay salary de lt gt,50,18,3,23
0,another month need chocolate weed alcohol,49,10,2,41
0,started searching get job days great potential talent,87,17,1,53
0,reckon need town eightish walk carpark,61,14,1,38
1,congrats numbr mobile numbrg videophones r call numbr videochat wid mates play java games dload polyph music noline rentl,141,29,4,121
0,look fuckin time fuck think,54,13,2,27
0,yo guess dropped,28,6,1,16
0,carlos says mu lt gt minutes,49,16,1,28
0,office call lt gt min,53,20,2,21
0,geeee miss already know think fuck wait till next year together loving kiss,145,36,3,75
0,yun ah ubi one say ì_ wan call tomorrow call numbr look irene ere got busnumbr numbr numbr numbr numbr numbr ubi cres ubi tech park numbrph numbrst numbrwkg days ì n,162,29,2,165
0,ugh gotta drive back sd la butt sore,53,16,3,36
0,numbrth july,12,3,1,12
0,hi relaxing time ever get numbram every day party good night get home tomorrow numbrish,142,34,4,87
0,ì_ ìï wan come come lor din c stripes skirt,73,19,1,43
0,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish merry xmas,129,31,1,93
0,number,33,11,1,6
0,change e one next escalator,47,11,1,27
0,yetunde class run water make ok pls,72,19,1,35
0,lot happened feels quiet beth aunts charlie working lots helen mo,148,36,5,65
0,ì_ wait numbr bus stop aft lect lar dun c ì_ go get car come back n pick ì_,107,31,2,75
0,aight thanks comin,41,9,1,18
0,heard abt tat,23,7,1,13
0,lt gt think say syllabus,45,15,2,24
0,umma say anything,26,6,2,17
0,give sec think think,37,9,1,20
1,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupdnumbr numbr call numbroptout,150,25,4,134
0,quite know still get hold anyone cud pick bout numbrpm see pub,132,36,3,62
0,poyyarikatur kolathupalayam unjalur post erode dis lt gt,63,18,1,56
0,dear hero leaving qatar tonite apt opportunity pls keep touch lt email gt kerala,108,27,1,80
0,lol would mom would fit tell whole family crazy terrible,93,21,1,56
0,got home babe still awake,43,11,1,25
0,dunno close oredi ìï v fan,46,12,1,26
0,buy pizza meat lovers supreme get pick,56,15,3,38
0,ya told asking wats matter,37,10,1,26
0,dear regret cudnt pick call drove frm ctla cochin home left mobile car ente style ishtamayoo happy bakrid,124,25,1,105
1,free numbrst week nonumbr nokia tone numbr mob every week txt nokia numbr get txting tell mates www getzed co uk pobox numbr wnumbrwq normnumbrp tone numbr,158,30,2,155
0,shall send exe mail id,38,10,1,22
0,nope watching tv home going v bored,53,13,2,35
0,know wait check,31,9,1,15
0,good afternoon glorious anniversary day sweet j hope finds happy content prey think send teasing kiss across sea coaxing images fond souveniers cougar pen,224,46,3,154
1,guess somebody know secretly fancies wanna find give us call numbr landline dateboxnumbressexcmnumbrxn numbrp min numbr,156,29,4,119
0,still tonight,24,6,1,13
0,may call later pls,24,6,1,18
0,pattern recently crap weekends,52,10,1,30
0,sore throat scratches talk,48,12,2,26
0,yes da plm office,28,8,2,17
0,around still asleep v,43,11,2,21
0,lol forgot eh yes bring babe,49,14,2,28
0,good find way,26,8,1,13
0,use foreign stamps country good lecture,58,12,2,39
0,yup bathe liao,17,4,1,14
0,happy new year numbr man,26,6,1,24
0,oh mr sheffield wanna play game okay boss nanny give raise give one,127,36,5,67
0,zoe hit numbr fucking shitin il defo try hardest numbr cum numbrmorow luv millions lekdog,103,22,1,89
0,hello baby get back mom setting computer filling belly goes loverboy miss already sighs,157,37,5,87
0,blankets sufficient thx,34,7,1,23
0,naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt,128,30,1,105
0,edison rightly said fool ask questions wise man answer know us speechless viva gm,143,31,1,81
0,talking thats de wont,51,12,2,21
0,today going college able atten class,60,14,1,36
0,class holla later,30,8,2,17
0,mmm thats better got roast iåõd b better drinks numbr good indian,103,27,3,65
1,know someone know fancies call numbr find pobox numbr lsnumbrhb numbrp,101,22,3,70
0,come round,19,6,1,10
0,numbr thing change sentence want numbr concentrate educational career leaving,114,25,2,77
1,numbr flirting txt girl bloke name age eg girl zoe numbr numbr join get chatting,104,27,2,80
0,walked hour numbr c doesnåõt show care wont believe serious,78,20,2,59
1,numbr days euronumbr kickoff kept informed latest news results daily unsubscribe send get euro stop numbr,135,28,3,105
0,available soiree june numbrrd,41,9,1,29
0,noe wat time e place dat sells numbrd closes,46,12,1,44
0,got another job one hospital data analysis something starts monday sure thesis got finished,136,28,3,91
0,jay getting really impatient belligerent,46,7,1,40
0,hiya comin numbr bristol numbr st week april les got rudi new yrs eve snoring drunk bak college yet work sends ink numbr bath,157,39,4,125
0,work please call,24,7,2,16
0,drive lor,17,5,1,9
0,ard numbr like dat,20,7,2,18
0,tell female v throwing deciding get,84,21,2,35
1,eastenders tv quiz flower dot compare violet e tulip f lily txt e f numbr numbr chance numbr win ådollersnumbr cash wkent numbrpnumbr,153,33,3,133
0,working technical support voice process networking field,63,11,1,56
0,might come kerala numbr days prepared take leave finalise plan travel visit need finish urgent works,155,31,1,100
0,ok sure time tho sure get library class try see point good eve,122,30,4,62
1,new local dates area lots new people registered area reply date start numbr www flirtparty us replysnumbr,143,28,3,105
0,fine bitch later,50,13,1,16
0,mum went numbr dentist,25,7,1,22
0,free call sir waiting,44,12,2,21
0,meeting work tel shall work tomorrow,65,17,2,36
1,someone know asked dating service numbr contact cant guess call numbr revealed po boxnumbr mnumbr numbrwu,134,28,4,105
0,jus finish bathing,21,4,1,18
0,alright make sure car back tonight,47,11,1,34
1,urgent trying contact todays draw shows ådollersnumbr prize guaranteed call numbr land line claim cnumbr validnumbrhrs,157,31,5,118
1,dear invited xchat final attempt contact txt chat numbr,90,21,3,55
0,lul gettin juicy gossip hospital two nurses talking fat gettin one thinks shes obese oyea,135,29,4,89
0,aight ill get fb couple minutes,39,9,1,31
0,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz,83,23,6,74
0,download clear movies dvd copies,44,9,2,32
0,yep pretty sculpture,28,6,1,20
0,convey regards,24,5,1,14
0,watching surya movie numbr pm vijay movie pokkiri,67,13,1,49
0,tell happen behave like ok need say,67,16,2,35
0,get pic msgs phone,33,9,1,18
0,send someone else,24,7,1,17
0,wat makes people dearer de happiness dat feel meet de pain feel miss dem,119,29,2,72
0,love start attraction feel need every time around first thing comes thoughts would start day end every time dream love every breath name life happen around life named would cry give happiness take sorrows ready fight anyone love craziest things love proove anyone girl beautiful lady whole planet always singing praises love start making chicken curry end makiing sambar life beautiful get every morning thank god day would like say lot tell later,910,175,1,447
0,fr ndship like needle clock though v r clock v r nt able numbr met evn v meet itz numbrfew seconds bt v alwys stay conected gud numbrt,158,45,5,134
0,think spatula hands,35,9,1,19
0,never nothing,24,5,1,13
1,awarded sipix digital camera call numbr landline delivery within numbrdays cs boxnumbr mnumbrbp numbryr warranty numbrppm numbr p pådollersnumbr,153,32,8,144
0,goodmorning today late lt decimal gt min,53,15,1,40
1,win urgent mobile number awarded ådollersnumbr prize guaranteed call numbr land line claim numbr valid numbrhrs numbrppm,147,26,3,120
0,please da call mistake side sorry da pls da goto doctor,72,17,2,55
0,r meeting,19,5,1,9
0,well weather cali great complexities great need car move freely taxes outrageous great place sad part missing home,188,44,5,114
0,reached home tired come tomorro,71,18,2,31
0,ryder unsold gibbs,23,4,1,18
1,dear subscriber draw numbr ådollersnumbr gift voucher b entered receipt correct ans elvis presleys birthday txt answer numbr,142,28,3,124
0,fret buy ovulation test strips send wont get til like march send postal address alright okay,160,36,4,92
0,gifts trying get throw cliff something,73,18,2,38
0,ne thing interesting good birthday wrking nxt started uni today,106,25,4,63
0,busy come point figure tomorrow,80,18,1,31
0,yeah go bored depressed sittin waitin phone ring hope wind drops though scary,105,22,1,77
0,black shirt n blue jeans thk c ì_,43,12,1,33
0,aiyah sorry lor watch tv watch forgot numbr check phone,68,16,1,55
1,message important information onumbr user today lucky day numbr find log onto http www urawinner com fantastic surprise awaiting,159,29,3,128
0,hen night going swing,32,8,2,21
0,good afternoon love goes day woke early online waiting hmmm italian boy online see grins,159,39,5,88
0,someone smoke every time smoked last two weeks calling texting wanted smoke,140,29,1,75
0,get headache trying figure trust math promise,101,29,4,45
0,first time dhoni rocks,31,9,1,22
0,ok ill tell company,23,5,1,19
0,awesome think get numbrth usf time tonight,58,14,1,42
0,means still think teju,37,8,1,22
0,good movie ok leave hourish,61,18,1,27
0,kallis home ground amla home town durban,60,15,1,40
0,lets make saturday monday per convenience,54,11,1,41
0,hey time driving fri go evaluation fri,69,17,2,38
1,numbr ådollersnumbr numbr price claim call numbr,70,14,2,48
0,going numbr lunch wif family aft dat go str numbr orchard lor,72,19,1,61
1,bored speed dating try speedchat txt speedchat numbr like em txt swap get new chatter chatnumbr poboxnumbrwnumbrwq numbrp msg rcd numbr,156,32,3,135
0,cancel cheyyamo get money back,40,9,1,30
1,want numbr anytime network mins numbr text new video phone five pounds per week call numbr reply delivery tomorrow,153,29,1,114
0,ok ok ok whats todays plan,36,9,1,26
0,good morning princess,35,8,2,21
0,aiyar sorry lor forgot numbr tell,34,8,1,33
1,taking part mobile survey yesterday numbr texts numbr use however wish numbr get txts send txt numbr c www txtnumbr com numbrp,156,34,3,126
0,tonight mate catching sleep new number way,79,19,3,42
0,height oh shit situation guy throws luv letter gal falls brothers head whos gay,114,29,2,79
1,hmv quiz cash balance currently ådollersnumbr maximize cash send hmvnumbr numbr numbrp msg,105,19,1,90
0,check errors difficulties correction,64,13,1,36
0,howz pain hope r fine,25,8,1,21
0,wake already thanx numbr e tau sar piah quite nice,58,16,2,50
0,k need login anything,31,8,1,21
1,forget place many free requests numbrstchoice co uk wish information call numbr,120,21,2,79
0,lol busy,24,6,1,8
0,wearing,17,5,1,7
0,oh usual vijay film different,41,11,1,29
1,know know send chat numbr let find numbrp msg rcvd hg suitenumbr numbrlands row wnumbrjnumbrhl ldn numbr years,158,36,5,110
0,good day mine really busy much tomorrow night,80,19,2,45
0,way send shade stuff wonderful,85,21,2,30
0,really tot paper ended long ago wat copied jus got use happy lar still haf numbr study,115,31,2,86
1,thank winner notified sms good luck future marketing reply stop numbr customer services numbr,115,21,3,93
0,babe lost,25,9,2,9
0,ok help ask working tmr,45,13,1,23
0,driving raining get caught e mrt station lor,70,18,2,44
0,drop tank,22,6,1,9
0,said text one time,43,12,1,18
0,ok go change also,22,6,1,17
1,numbr girls many local numbr r virgins numbr r ready numbr numbrfil every sexual need numbrfil text cute numbr ådollersnumbrp,140,37,4,125
0,find sitter kaitlyn sick slept day yesterday,72,17,2,44
0,sorry man accidentally left phone silent last night check til got,91,20,1,65
0,hey something came last min think wun signing tmr hee,70,17,1,53
0,adult would learn experience real danger like peeps using drugs need comment,140,31,4,76
0,hey veggie pizza,31,9,2,16
0,yun buying school got offer numbr plus,52,11,1,38
0,sure neighbors didnt pick,40,8,1,25
0,k sent,23,6,1,6
0,well computerless time make oreo truffles,54,11,3,41
0,haha yeah see sec,43,12,1,17
0,number sir,30,7,1,10
0,lol hot air balloon,39,10,1,19
0,ok bus come soon come otherwise tomorrow,71,18,1,40
0,msgs r time pass silently say thinking right also making think least numbr moment gd nt swt drms shesil,146,33,2,103
0,yeah probably swing roommate finishes girl,73,15,1,42
1,got takes numbr take part wrc rally oz lucozade energy text rally le numbr numbrp see packs lucozade co uk wrc itcould,159,38,3,118
0,happy new years melody,23,5,1,22
0,ìï dun need pick gf,26,8,1,19
0,yay better told numbr girls either,59,14,2,34
0,horrible eat macs eat forgot abt already rite take long numbr reply thk toot bnumbr b prepared wat shall eat,150,38,3,108
0,say fantastic chance anything need bigger life lift losing numbr live think would first person numbr die n v q,167,41,1,110
0,nw came hme da,26,8,1,14
0,outside islands head towards hard rock run,66,15,1,42
0,day class class,35,9,1,15
0,chennai velachery,26,7,1,17
0,flippin shit yet,26,6,1,16
0,k give sec breaking lt gt cstore,49,17,1,32
0,much bad avoid like,38,10,1,19
0,yo around got car back,36,10,2,22
0,annoying,18,5,1,8
0,goodmorning today late lt gt min,48,16,1,32
0,point hangin mr right makin happy,68,17,1,33
0,come alive better correct good looking figure,73,12,1,45
0,case guess see campus lodge,49,12,1,27
0,done,13,4,1,4
0,come home one last time wont anything trust,63,16,2,43
0,night worrying appt shame missed girls night quizzes popcorn hair,133,30,2,65
1,sex mobile free sexy pic jordan text babe numbr every wk get sexy celeb pocketbabe co uk numbr pics numbr ådollersnumbr wk numbr,155,33,4,128
0,ok c ya,13,5,1,7
1,numbr new voicemail please call numbr,49,9,2,37
0,said matter mind saying matter,74,17,2,30
0,al moan n e thin goes wrong fault al de arguments r fault fed himso bother hav numbrgo thanx xx,138,37,2,95
0,neft transaction reference number lt gt rs lt decimal gt credited beneficiary account lt gt lt time gt lt gt,164,53,2,108
0,otherwise part time job na tuition,40,7,1,34
0,know called,20,5,1,11
0,also da feel yesterday night wait til numbrday night dear,61,14,1,57
0,thanks understanding trying tell sura,61,13,2,37
1,win year supply cds numbr store choice worth ådollersnumbr enter ådollersnumbr weekly draw txt music numbr ts cs www ldew com subsnumbr numbrwinnumbrppmxnumbr,147,28,1,158
0,whole car appreciated last two dad map reading semi argument apart things going ok p,130,27,2,84
1,sim subscriber selected receive bonus get delivered door txt word ok numbr claim numbrp msg exp numbrapr,148,36,4,104
0,need strong arms,37,10,1,16
0,also maaaan missing,31,6,1,19
0,bday real april,27,7,1,15
0,guessin gonna numbr,41,11,1,19
0,ok come home half hour,49,12,1,22
0,yo game almost want go walmart soon,52,13,2,35
0,yeah probably sure ilol let know personally wuldnt bother goin mite well,124,31,3,72
0,text creepy like think forgot,63,16,2,29
0,would good û_ phone tomo lunchtime shall organise something,85,19,1,59
1,numbr new voicemail please call numbr,50,10,2,37
0,damn make tonight want wait til tomorrow,70,16,1,40
0,k k also fine complete course,55,17,1,29
0,true passable get high score apply phd get numbryears salary makes life easier,119,30,4,78
1,numbr nokia tone numbr mob every week txt nok numbr numbrst tone free get txtin tell friends numbrp tone numbr reply hl numbrinfo,143,36,7,129
0,prakesh know,22,5,1,12
0,teach apps da come college,43,11,2,26
0,rofl betta invest anti aging products,46,8,1,37
0,sir receive account another numbrhr time sorry delay,75,17,2,52
1,reply name address receive post weeks completely free accommodation various global locations www phbnumbr com ph numbrp,159,23,1,119
0,ì_ submitting da project tmr rite,43,10,1,33
1,free entry ådollersnumbr weekly comp send word enter numbr numbr c www textcomp com cust care numbr,123,25,2,99
0,jus ans lar noe later,31,10,2,21
0,want send something sell fast lt gt k easy money,76,23,2,48
0,got things may pub later,51,15,2,24
0,numbr finish meeting call,27,7,1,25
0,lol ok snatch purse,34,9,1,19
0,hello drivby numbrquit edrunk sorry iff pthis makes senrd dnot dancce numbr drum n basq ihave fun numbrnhite x ros xxxxxxx,129,27,1,122
0,much getting,24,6,1,12
0,paper e morn aft tmr,33,10,1,20
0,dear relieved westonzoyland going plan end,63,13,1,42
0,hope great new semester wish best made greatness,96,22,3,48
0,oh yes speak txt numbr hmm get email,53,17,3,36
0,want show world princess europe,59,15,1,31
0,nobody decide eat dad wants chinese,52,10,1,35
0,shoot docs waiting room,45,14,3,23
0,going numbr dinner soon,34,10,2,23
0,hello site download songs urgent pls,53,10,1,36
0,know mean king havin credit goinnumbrbed night night sweet onlynumbrmore sleep,111,27,4,78
0,horrible gal sch stuff come got mc,60,16,3,34
